tconst,averageRating,numVotes,titleType,title,originalTitle,isAdult,year,runtimeMinutes,imdb_genres
tt0087722,5.7,907,movie,mike's murder,Mike's Murder,0,1984,109,"Drama,Mystery,Thriller"
tt0087727,5.4,14894,movie,missing in action,Missing in Action,0,1984,101,"Action,Adventure,Drama"
tt0087755,6.8,20957,movie,the muppets take manhattan,The Muppets Take Manhattan,0,1984,94,"Adventure,Comedy,Drama"
tt0087781,7.4,47983,movie,the natural,The Natural,0,1984,138,"Drama,Sport"
tt0087799,6.3,20472,movie,night of the comet,Night of the Comet,0,1984,95,"Comedy,Horror,Sci-Fi"
tt0087800,7.5,227845,movie,a nightmare on elm street,A Nightmare on Elm Street,0,1984,91,Horror
tt0087803,7.1,70990,movie,1984,Nineteen Eighty-Four,0,1984,113,"Drama,Sci-Fi"
tt0087810,5.5,2201,movie,no small affair,No Small Affair,0,1984,102,"Comedy,Drama,Music"
tt0087843,8.4,339338,movie,once upon a time in america,Once Upon a Time in America,0,1984,229,"Crime,Drama"
tt0087884,8.1,102704,movie,"paris, texas","Paris, Texas",0,1984,145,Drama
tt0087921,7.4,11801,movie,places in the heart,Places in the Heart,0,1984,111,Drama
tt0087928,6.7,122789,movie,police academy,Police Academy,0,1984,96,Comedy
tt0087932,6.7,8649,movie,the pope of greenwich village,The Pope of Greenwich Village,0,1984,121,"Action,Comedy,Crime"
tt0087980,6.5,5389,movie,the razor's edge,The Razor's Edge,0,1984,128,"Drama,Romance,War"
tt0087985,6.3,55357,movie,red dawn,Red Dawn,0,1984,114,"Action,Drama,Thriller"
tt0087995,6.9,36743,movie,repo man,Repo Man,0,1984,92,"Action,Comedy,Crime"
tt0088007,6.3,6912,movie,the river,The River,0,1984,124,Drama
tt0088011,6.9,91038,movie,romancing the stone,Romancing the Stone,0,1984,106,"Action,Adventure,Comedy"
tt0088024,5.8,13123,movie,runaway,Runaway,0,1984,99,"Action,Crime,Sci-Fi"
tt0088128,7.0,113015,movie,sixteen candles,Sixteen Candles,0,1984,93,"Comedy,Romance"
tt0088146,7.2,9947,movie,a soldier's story,A Soldier's Story,0,1984,101,"Crime,Drama,Mystery"
tt0088161,6.3,75510,movie,splash,Splash,0,1984,111,"Comedy,Fantasy,Romance"
tt0088170,6.6,79076,movie,star trek iii: the search for spock,Star Trek III: The Search for Spock,0,1984,105,"Action,Adventure,Sci-Fi"
tt0088172,7.0,46335,movie,starman,Starman,0,1984,115,"Romance,Sci-Fi"
tt0088178,8.6,15043,movie,stop making sense,Stop Making Sense,0,1984,88,"Documentary,Music"
tt0088184,7.4,37080,movie,stranger than paradise,Stranger Than Paradise,0,1984,89,"Comedy,Drama"
tt0088206,4.4,21768,movie,supergirl,Supergirl,0,1984,124,"Action,Adventure,Fantasy"
tt0088247,8.1,834137,movie,the terminator,The Terminator,0,1984,107,"Action,Sci-Fi"
tt0088258,7.9,137168,movie,this is spinal tap,This Is Spinal Tap,0,1984,82,"Comedy,Music"
tt0088323,7.4,140503,movie,the neverending story,Die unendliche Geschichte,0,1984,102,"Adventure,Drama,Family"
tt0088683,6.6,7404,movie,agnes of god,Agnes of God,0,1985,98,"Drama,Mystery"
tt0088707,6.4,6015,movie,american flyers,American Flyers,0,1985,113,"Drama,Sport"
tt0088760,5.1,3292,movie,baby: secret of the lost legend,Baby: Secret of the Lost Legend,0,1985,95,"Adventure,Family,Sci-Fi"
tt0088763,8.6,1147593,movie,back to the future,Back to the Future,0,1985,116,"Adventure,Comedy,Sci-Fi"
tt0088794,7.1,43969,movie,better off dead...,Better Off Dead...,0,1985,97,"Comedy,Romance"
tt0088814,6.4,35172,movie,the black cauldron,The Black Cauldron,0,1985,80,"Action,Adventure,Animation"
tt0088846,7.9,197620,movie,brazil,Brazil,0,1985,132,"Drama,Sci-Fi"
tt0088847,7.8,381962,movie,the breakfast club,The Breakfast Club,0,1985,97,"Comedy,Drama"
tt0088889,6.3,24774,movie,cat's eye,Cat's Eye,0,1985,94,"Comedy,Horror,Thriller"
tt0088930,7.2,93452,movie,clue,Clue,0,1985,94,"Comedy,Crime,Mystery"
tt0088933,6.7,62026,movie,cocoon,Cocoon,0,1985,117,"Comedy,Drama,Sci-Fi"
tt0088939,7.7,84625,movie,the color purple,The Color Purple,0,1985,154,Drama
tt0089003,5.8,15367,movie,death wish 3,Death Wish 3,0,1985,92,"Action,Crime,Drama"
tt0089017,6.1,23102,movie,desperately seeking susan,Desperately Seeking Susan,0,1985,104,"Comedy,Drama"
tt0089087,6.9,10066,movie,the emerald forest,The Emerald Forest,0,1985,114,"Action,Adventure,Drama"
tt0089118,6.7,19612,movie,f/x,F/X,0,1986,109,"Action,Thriller"
tt0089126,6.7,7887,movie,fandango,Fandango,0,1985,91,"Comedy,Drama"
tt0089155,6.9,51269,movie,fletch,Fletch,0,1985,98,"Comedy,Crime,Mystery"
tt0089175,7.1,67744,movie,fright night,Fright Night,0,1985,106,"Fantasy,Horror"
tt0089218,7.7,262715,movie,the goonies,The Goonies,0,1985,114,"Adventure,Comedy,Family"
tt0089276,7.7,9380,movie,the official story,La historia oficial,0,1985,112,"Drama,History"
tt0089308,3.6,7150,movie,howling ii: ... your sister is a werewolf,Howling II: Stirba - Werewolf Bitch,0,1985,91,"Horror,Thriller"
tt0089360,6.5,14733,movie,jagged edge,Jagged Edge,0,1985,108,"Drama,Mystery,Thriller"
tt0089370,6.1,55558,movie,the jewel of the nile,The Jewel of the Nile,0,1985,106,"Action,Adventure,Comedy"
tt0089385,7.0,6035,movie,the journey of natty gann,The Journey of Natty Gann,0,1985,101,"Adventure,Family"
tt0089457,6.9,46430,movie,ladyhawke,Ladyhawke,0,1985,121,"Adventure,Comedy,Drama"
tt0089469,6.4,64218,movie,legend,Legend,0,1985,94,"Adventure,Fantasy,Romance"
tt0089489,6.1,25017,movie,lifeforce,Lifeforce,0,1985,101,"Action,Horror,Mystery"
tt0089530,6.2,133972,movie,mad max beyond thunderdome,Mad Max Beyond Thunderdome,0,1985,107,"Action,Adventure,Sci-Fi"
tt0089604,5.3,8323,movie,missing in action 2: the beginning,Missing in Action 2: The Beginning,0,1985,96,"Action,Drama,Thriller"
tt0089606,7.6,20860,movie,my life as a dog,Mitt liv som hund,0,1985,101,"Comedy,Drama"
tt0089643,7.0,6048,movie,murphy's romance,Murphy's Romance,0,1985,107,"Comedy,Drama,Romance"
tt0089652,6.0,5789,movie,my science project,My Science Project,0,1985,94,"Action,Adventure,Comedy"
tt0089686,5.4,67652,movie,a nightmare on elm street 2: freddy's revenge,A Nightmare on Elm Street Part 2: Freddy's Revenge,0,1985,87,Horror
tt0089731,6.5,3786,movie,one magic christmas,One Magic Christmas,0,1985,89,"Family,Fantasy"
tt0089755,7.2,77986,movie,out of africa,Out of Africa,0,1985,161,"Biography,Drama,Romance"
tt0089767,7.3,58008,movie,pale rider,Pale Rider,0,1985,115,"Drama,Western"
tt0089791,7.0,52355,movie,pee-wee's big adventure,Pee-wee's Big Adventure,0,1985,91,"Adventure,Comedy,Family"
tt0089816,6.0,3073,movie,plenty,Plenty,0,1985,121,Drama
tt0089822,5.7,54441,movie,police academy 2: their first assignment,Police Academy 2: Their First Assignment,0,1985,87,Comedy
tt0089826,4.7,8489,movie,porky's revenge,Porky's Revenge,0,1985,92,Comedy
tt0089841,6.7,24257,movie,prizzi's honor,Prizzi's Honor,0,1985,130,"Comedy,Crime,Drama"
tt0089853,7.7,50854,movie,the purple rose of cairo,The Purple Rose of Cairo,0,1985,82,"Comedy,Fantasy,Romance"
tt0089880,6.5,164736,movie,rambo: first blood part ii,Rambo: First Blood Part II,0,1985,96,"Action,Adventure,Thriller"
tt0089881,8.2,122255,movie,ran,Ran,0,1985,162,"Action,Drama,War"
tt0089885,7.2,62247,movie,re-animator,Re-Animator,0,1985,84,"Comedy,Horror,Sci-Fi"
tt0089886,6.9,33390,movie,real genius,Real Genius,0,1985,108,"Comedy,Romance,Sci-Fi"
tt0089893,5.1,40941,movie,red sonja,Red Sonja,0,1985,89,"Action,Adventure,Fantasy"
tt0089908,6.8,26739,movie,return to oz,Return to Oz,0,1985,113,"Adventure,Family,Fantasy"
tt0089927,6.8,199768,movie,rocky iv,Rocky IV,0,1985,91,"Drama,Sport"
tt0089941,7.2,28980,movie,runaway train,Runaway Train,0,1985,111,"Action,Adventure,Drama"
tt0089960,7.7,10853,movie,vagabond,Sans toit ni loi,0,1985,105,Drama
tt0089961,6.2,13339,movie,santa claus: the movie,Santa Claus: The Movie,0,1985,107,"Adventure,Family,Fantasy"
tt0089994,6.7,5134,movie,follow that bird,Follow That Bird,0,1985,88,"Adventure,Comedy,Family"
tt0090060,6.4,40923,movie,st. elmo's fire,St. Elmo's Fire,0,1985,110,"Drama,Romance"
tt0090190,6.2,28108,movie,the toxic avenger,The Toxic Avenger,0,1984,82,"Action,Comedy,Horror"
tt0090203,7.4,4585,movie,the trip to bountiful,The Trip to Bountiful,0,1985,108,Drama
tt0090219,6.9,779,movie,turtle diary,Turtle Diary,0,1985,97,"Comedy,Drama,Romance"
tt0090264,6.3,95579,movie,a view to a kill,A View to a Kill,0,1985,131,"Action,Adventure,Thriller"
tt0090274,5.4,9446,movie,volunteers,Volunteers,0,1985,107,"Adventure,Comedy"
tt0090305,6.6,86333,movie,weird science,Weird Science,0,1985,94,"Comedy,Romance,Sci-Fi"
tt0090329,7.4,92737,movie,witness,Witness,0,1985,112,"Drama,Romance,Thriller"
tt0090357,6.8,20866,movie,young sherlock holmes,Young Sherlock Holmes,0,1985,109,"Adventure,Fantasy,Mystery"
tt0090366,7.2,6908,movie,a zed & two noughts,A Zed & Two Noughts,0,1985,115,"Comedy,Drama"
tt0090555,6.6,102557,movie,crocodile dundee,Crocodile Dundee,0,1986,97,"Action,Adventure,Comedy"
tt0090556,7.6,2268,movie,"'night, mother","'night, Mother",0,1986,96,Drama
tt0090567,6.4,5966,movie,52 pick-up,52 Pick-Up,0,1986,110,"Crime,Drama,Thriller"
tt0090583,6.2,15775,movie,about last night,About Last Night...,0,1986,113,"Comedy,Drama,Romance"
tt0090605,8.4,694001,movie,aliens,Aliens,0,1986,137,"Action,Adventure,Sci-Fi"
tt0090633,6.9,52284,movie,an american tail,An American Tail,0,1986,80,"Adventure,Animation,Comedy"
tt0090636,7.0,893,movie,el amor brujo,El amor brujo,0,1986,100,"Drama,Music"
tt0090644,6.7,3731,movie,anguish,Angustia,0,1987,86,"Horror,Thriller"
tt0090655,6.1,16189,movie,april fool's day,April Fool's Day,0,1986,89,"Horror,Mystery"
tt0090660,5.7,11380,movie,armed and dangerous,Armed and Dangerous,0,1986,88,"Action,Comedy,Crime"
tt0090665,6.7,1307,movie,halfaouine: boy of the terraces,Asfour Stah,0,1990,98,"Comedy,Drama"
tt0090685,6.7,31556,movie,back to school,Back to School,0,1986,96,"Comedy,Romance,Sport"
tt0090693,6.2,2923,movie,band of the hand,Band of the Hand,0,1986,109,"Action,Crime,Drama"
tt0090710,6.5,442,movie,belizaire the cajun,Belizaire the Cajun,0,1986,103,"Drama,History,Romance"
tt0090728,7.3,135541,movie,big trouble in little china,Big Trouble in Little China,0,1986,99,"Action,Adventure,Comedy"
tt0090756,7.7,193301,movie,blue velvet,Blue Velvet,0,1986,120,"Crime,Drama,Mystery"
tt0090768,6.6,5967,movie,the boy who could fly,The Boy Who Could Fly,0,1986,114,"Drama,Fantasy,Romance"
tt0090774,6.9,3579,movie,brighton beach memoirs,Brighton Beach Memoirs,0,1986,108,Comedy
tt0090830,7.2,16373,movie,children of a lesser god,Children of a Lesser God,0,1986,119,"Drama,Romance"
tt0090837,5.6,14015,movie,chopping mall,Chopping Mall,0,1986,77,"Comedy,Horror,Sci-Fi"
tt0090848,5.4,6474,movie,the clan of the cave bear,The Clan of the Cave Bear,0,1986,98,"Adventure,Drama,Fantasy"
tt0090849,5.6,8415,movie,class of nuke 'em high,Class of Nuke 'Em High,0,1986,85,"Comedy,Horror,Sci-Fi"
tt0090863,7.0,80928,movie,the color of money,The Color of Money,0,1986,119,"Drama,Sport"
tt0090886,6.3,4082,movie,crimes of the heart,Crimes of the Heart,0,1986,105,"Comedy,Drama"
tt0090917,5.5,7585,movie,deadly friend,Deadly Friend,0,1986,91,"Drama,Horror,Sci-Fi"
tt0090934,6.6,1008,movie,desert bloom,Desert Bloom,0,1986,105,"Drama,Family,Romance"
tt0090967,7.7,50771,movie,down by law,Down by Law,0,1986,107,"Comedy,Crime,Drama"
tt0091024,6.3,3803,movie,extremities,Extremities,0,1986,89,"Drama,Thriller"
tt0091042,7.8,344944,movie,ferris bueller's day off,Ferris Bueller's Day Off,0,1986,103,Comedy
tt0091055,5.1,6714,movie,firewalker,Firewalker,0,1986,105,"Action,Adventure,Comedy"
tt0091059,6.9,47311,movie,flight of the navigator,Flight of the Navigator,0,1986,90,"Adventure,Comedy,Family"
tt0091064,7.6,174262,movie,the fly,The Fly,0,1986,96,"Drama,Horror,Sci-Fi"
tt0091080,6.0,43636,movie,friday the 13th part vi: jason lives,Friday the 13th Part VI: Jason Lives,0,1986,86,"Horror,Thriller"
tt0091129,5.9,55507,movie,the golden child,The Golden Child,0,1986,94,"Action,Adventure,Comedy"
tt0091142,5.7,7801,movie,gothic,Gothic,0,1986,87,"Drama,Fantasy,Horror"
tt0091149,7.2,48557,movie,the great mouse detective,The Great Mouse Detective,0,1986,74,"Adventure,Animation,Family"
tt0091159,6.3,12818,movie,gung ho,Gung Ho,0,1986,112,"Comedy,Drama"
tt0091178,5.6,7231,movie,haunted honeymoon,Haunted Honeymoon,0,1986,82,Comedy
tt0091187,6.8,42983,movie,heartbreak ridge,Heartbreak Ridge,0,1986,130,"Drama,War"
tt0091188,6.1,10835,movie,heartburn,Heartburn,0,1986,108,"Comedy,Drama"
tt0091203,7.1,132326,movie,highlander,Highlander,0,1986,116,"Action,Adventure,Fantasy"
tt0091214,7.7,4031,movie,man facing southeast,Hombre mirando al sudeste,0,1986,105,"Drama,Mystery,Sci-Fi"
tt0091217,7.5,46350,movie,hoosiers,Hoosiers,0,1986,114,"Drama,Sport"
tt0091223,6.1,26134,movie,house,House,0,1985,93,"Comedy,Fantasy,Horror"
tt0091225,4.7,46293,movie,howard the duck,Howard the Duck,0,1986,110,"Action,Adventure,Comedy"
tt0091278,5.4,14265,movie,iron eagle,Iron Eagle,0,1986,117,"Action,Thriller,War"
tt0091288,8.1,25414,movie,jean de florette,Jean de Florette,0,1986,120,"Comedy,Drama"
tt0091306,5.9,19226,movie,jumpin' jack flash,Jumpin' Jack Flash,0,1986,105,"Comedy,Romance,Thriller"
tt0091313,4.2,2012,movie,born american,Born American,0,1986,97,"Action,Drama,Thriller"
tt0091343,5.5,1981,movie,the kindred,The Kindred,0,1987,93,"Horror,Sci-Fi,Thriller"
tt0091344,3.9,6023,movie,king kong lives,King Kong Lives,0,1986,105,"Action,Adventure"
tt0091369,7.3,133003,movie,labyrinth,Labyrinth,0,1986,101,"Adventure,Family,Fantasy"
tt0091387,4.1,624,movie,last resort,Last Resort,0,1986,84,Comedy
tt0091400,5.2,1300,movie,let's get harry,Let's Get Harry,0,1986,102,"Action,Adventure"
tt0091419,7.1,73386,movie,little shop of horrors,Little Shop of Horrors,0,1986,94,"Comedy,Horror,Musical"
tt0091445,6.9,15732,movie,lucas,Lucas,0,1986,100,"Comedy,Drama,Romance"
tt0091480,8.0,22026,movie,manon of the spring,Manon des sources,0,1986,113,Drama
tt0091499,5.4,32072,movie,maximum overdrive,Maximum Overdrive,0,1986,98,"Action,Comedy,Horror"
tt0091530,7.4,60309,movie,the mission,The Mission,0,1986,125,"Adventure,Drama,History"
tt0091538,7.3,16306,movie,mona lisa,Mona Lisa,0,1986,104,"Crime,Drama,Romance"
tt0091541,6.4,56001,movie,the money pit,The Money Pit,0,1986,91,Comedy
tt0091554,5.9,6626,movie,the morning after,The Morning After,0,1986,103,"Crime,Mystery,Romance"
tt0091557,6.6,28677,movie,the mosquito coast,The Mosquito Coast,0,1986,117,"Adventure,Drama,Thriller"
tt0091579,5.5,1960,movie,my chauffeur,My Chauffeur,0,1986,97,Comedy
tt0091605,7.7,106914,movie,the name of the rose,Der Name der Rose,0,1986,130,"Drama,History,Mystery"
tt0091613,5.9,570,movie,native son,Native Son,0,1986,111,"Drama,Romance"
tt0091630,6.7,23009,movie,night of the creeps,Night of the Creeps,0,1986,88,"Comedy,Horror,Sci-Fi"
tt0091635,5.9,40270,movie,9½ weeks,Nine 1/2 Weeks,0,1986,117,"Drama,Romance"
tt0091637,5.7,7459,movie,no mercy,No Mercy,0,1986,106,"Crime,Drama,Romance"
tt0091651,5.2,1137,movie,vampire in venice,Nosferatu a Venezia,0,1988,97,Horror
tt0091653,5.9,7015,movie,nothing in common,Nothing in Common,0,1986,118,"Comedy,Drama,Romance"
tt0091680,6.4,15098,movie,one crazy summer,One Crazy Summer,0,1986,93,"Comedy,Romance"
tt0091699,7.0,572,movie,otello,Otello,0,1986,118,"Drama,Music"
tt0091738,6.4,36624,movie,peggy sue got married,Peggy Sue Got Married,0,1986,103,"Comedy,Drama,Fantasy"
tt0091763,8.1,403417,movie,platoon,Platoon,0,1986,120,"Drama,War"
tt0091777,5.3,44884,movie,police academy 3: back in training,Police Academy 3: Back in Training,0,1986,83,Comedy
tt0091778,5.6,26827,movie,poltergeist ii: the other side,Poltergeist II: The Other Side,0,1986,91,Horror
tt0091790,6.7,79529,movie,pretty in pink,Pretty in Pink,0,1986,97,"Comedy,Drama,Romance"
tt0091799,5.4,14379,movie,psycho iii,Psycho III,0,1986,93,"Horror,Mystery,Thriller"
tt0091829,5.2,5593,movie,rawhead rex,Rawhead Rex,0,1986,89,"Fantasy,Horror,Mystery"
tt0091867,7.2,42866,movie,a room with a view,A Room with a View,0,1985,117,"Drama,Romance"
tt0091875,6.5,12721,movie,running scared,Running Scared,0,1986,107,"Action,Comedy,Crime"
tt0091877,6.9,27964,movie,ruthless people,Ruthless People,0,1986,93,"Comedy,Crime"
tt0091934,3.2,5406,movie,shanghai surprise,Shanghai Surprise,0,1986,97,"Adventure,Comedy,Crime"
tt0091939,6.7,14120,movie,she's gotta have it,She's Gotta Have It,0,1986,84,"Comedy,Romance"
tt0091954,7.0,31487,movie,sid and nancy,Sid and Nancy,0,1986,112,"Biography,Drama,Music"
tt0091990,4.4,3286,movie,sorority house massacre,Sorority House Massacre,0,1986,74,Horror
tt0091991,5.3,8201,movie,soul man,Soul Man,0,1986,104,"Comedy,Romance"
tt0092005,8.1,389443,movie,stand by me,Stand by Me,0,1986,89,"Adventure,Drama"
tt0092007,7.3,83672,movie,star trek iv: the voyage home,Star Trek IV: The Voyage Home,0,1986,119,"Action,Adventure,Comedy"
tt0092048,7.9,18177,movie,tampopo,Tampopo,0,1985,114,Comedy
tt0092068,6.9,2977,movie,ménage,Tenue de soirée,0,1986,84,"Comedy,Crime,Drama"
tt0092076,5.6,31872,movie,the texas chainsaw massacre 2,The Texas Chainsaw Massacre 2,0,1986,101,"Comedy,Horror"
tt0092079,6.0,1539,movie,that's life!,That's Life!,0,1986,102,"Comedy,Drama"
tt0092086,6.5,73596,movie,three amigos!,Three Amigos!,0,1986,104,"Comedy,Western"
tt0092099,6.9,319649,movie,top gun,Top Gun,0,1986,110,"Action,Drama"
tt0092105,6.2,7151,movie,tough guys,Tough Guys,0,1986,104,"Comedy,Crime"
tt0092106,7.2,39288,movie,the transformers: the movie,The Transformers: The Movie,0,1986,84,"Action,Adventure,Animation"
tt0092112,5.8,6642,movie,trick or treat,Trick or Treat,0,1986,98,"Comedy,Horror,Music"
tt0092173,5.8,1015,movie,violets are blue...,Violets Are Blue...,0,1986,88,"Drama,Romance"
tt0092225,5.7,3333,movie,wisdom,Wisdom,0,1986,109,"Crime,Drama"
tt0092281,5.9,9,movie,zaproszenie,Zaproszenie,0,1986,92,"Drama,War"
tt0092493,5.7,56715,movie,crocodile dundee ii,Crocodile Dundee II,0,1988,108,"Action,Adventure,Comedy"
tt0092513,6.9,42765,movie,adventures in babysitting,Adventures in Babysitting,0,1987,102,"Adventure,Comedy,Crime"
tt0092537,4.2,1291,movie,the allnighter,The Allnighter,0,1987,108,"Comedy,Romance"
tt0092559,4.3,1926,movie,and god created woman,And God Created Woman,0,1988,98,"Comedy,Drama,Romance"
tt0092563,7.3,86218,movie,angel heart,Angel Heart,0,1987,113,"Horror,Mystery,Thriller"
tt0092585,5.1,3275,movie,assassination,Assassination,0,1987,88,"Action,Drama,Thriller"
tt0092610,6.5,46387,movie,bad taste,Bad Taste,0,1987,91,"Comedy,Horror,Sci-Fi"
tt0092627,6.4,5665,movie,the bedroom window,The Bedroom Window,0,1987,112,"Crime,Mystery,Thriller"
tt0092632,6.0,6985,movie,the believers,The Believers,0,1987,114,"Crime,Drama,Horror"
tt0092638,6.2,3052,movie,benji the hunted,Benji the Hunted,0,1987,88,"Adventure,Family"
tt0092666,5.9,22265,movie,blind date,Blind Date,0,1987,95,"Comedy,Romance"
tt0092675,6.8,83100,movie,bloodsport,Bloodsport,0,1988,92,"Action,Biography,Drama"
tt0092699,7.2,30089,movie,broadcast news,Broadcast News,0,1987,133,"Comedy,Drama,Romance"
tt0092710,5.1,4393,movie,burglar,Burglar,0,1987,103,"Comedy,Crime"
tt0092796,6.0,24889,movie,creepshow 2,Creepshow 2,0,1987,92,"Fantasy,Horror"
tt0092834,5.6,2782,movie,date with an angel,Date with an Angel,0,1987,105,"Comedy,Fantasy,Romance"
tt0092850,4.7,2093,movie,deadtime stories,Deadtime Stories,0,1986,93,"Comedy,Horror"
tt0092857,5.4,9696,movie,death wish 4: the crackdown,Death Wish 4: The Crackdown,0,1987,99,"Action,Crime,Drama"
tt0092890,7.0,222122,movie,dirty dancing,Dirty Dancing,0,1987,100,"Drama,Music,Romance"
tt0092991,7.7,158512,movie,evil dead ii,Evil Dead II,0,1987,84,"Comedy,Horror"
tt0093010,6.9,83551,movie,fatal attraction,Fatal Attraction,0,1987,119,"Drama,Thriller"
tt0093011,5.3,3643,movie,fatal beauty,Fatal Beauty,0,1987,104,"Action,Comedy,Crime"
tt0093051,6.1,2378,movie,from the hip,From the Hip,0,1987,111,"Comedy,Crime,Drama"
tt0093058,8.3,717444,movie,full metal jacket,Full Metal Jacket,0,1987,116,"Drama,War"
tt0093072,2.6,7940,movie,the garbage pail kids movie,The Garbage Pail Kids Movie,0,1987,97,"Adventure,Comedy,Family"
tt0093075,6.0,16893,movie,the gate,The Gate,0,1987,85,"Fantasy,Horror"
tt0093105,7.3,136652,movie,"good morning, vietnam","Good Morning, Vietnam",0,1987,121,"Biography,Comedy,Drama"
tt0093148,6.0,35217,movie,harry and the hendersons,Harry and the Hendersons,0,1987,110,"Comedy,Family,Fantasy"
tt0093176,5.7,6083,movie,prom night ii,Hello Mary Lou: Prom Night II,0,1987,97,"Horror,Thriller"
tt0093177,7.0,116263,movie,hellraiser,Hellraiser,0,1987,94,"Horror,Thriller"
tt0093185,7.0,18826,movie,the hidden,The Hidden,0,1987,97,"Horror,Sci-Fi,Thriller"
tt0093191,8.0,69455,movie,wings of desire,Der Himmel über Berlin,0,1987,128,"Drama,Fantasy,Romance"
tt0093199,6.8,131,movie,a hungarian fairy tale,"Hol volt, hol nem volt",0,1987,97,Fantasy
tt0093206,7.3,8850,movie,red sorghum,Hong gao liang,0,1988,91,"Drama,History,Romance"
tt0093220,5.4,11110,movie,house ii: the second story,House II: The Second Story,0,1987,88,"Comedy,Fantasy,Horror"
tt0093378,6.9,32829,movie,la bamba,La Bamba,0,1987,108,"Biography,Drama,Music"
tt0093389,7.7,100695,movie,the last emperor,The Last Emperor,0,1987,163,"Biography,Drama,History"
tt0093409,7.6,252084,movie,lethal weapon,Lethal Weapon,0,1987,109,"Action,Crime,Thriller"
tt0093415,5.6,2814,movie,light of day,Light of Day,0,1987,107,"Drama,Music"
tt0093509,7.9,7978,movie,matewan,Matewan,0,1987,135,"Drama,History"
tt0093512,7.7,18897,movie,maurice,Maurice,0,1987,140,"Drama,Romance"
tt0093565,7.1,57615,movie,moonstruck,Moonstruck,0,1987,102,"Comedy,Drama,Romance"
tt0093596,5.5,4030,movie,nadine,Nadine,0,1987,83,"Comedy,Mystery,Romance"
tt0093605,6.9,37797,movie,near dark,Near Dark,0,1987,94,Horror
tt0093608,4.9,9251,movie,nekromantik,Nekromantik,0,1988,71,Horror
tt0093629,6.6,78638,movie,a nightmare on elm street 3: dream warriors,A Nightmare on Elm Street 3: Dream Warriors,0,1987,96,"Fantasy,Horror"
tt0093640,7.1,39448,movie,no way out,No Way Out,0,1987,114,"Action,Crime,Drama"
tt0093690,6.2,8036,movie,outrageous fortune,Outrageous Fortune,0,1987,99,Comedy
tt0093756,4.9,42383,movie,police academy 4: citizens on patrol,Police Academy 4: Citizens on Patrol,0,1987,88,"Comedy,Crime"
tt0093773,7.8,396598,movie,predator,Predator,0,1987,107,"Action,Adventure,Horror"
tt0093776,7.2,6029,movie,prick up your ears,Prick Up Your Ears,0,1987,105,"Biography,Drama"
tt0093779,8.0,418339,movie,the princess bride,The Princess Bride,0,1987,98,"Adventure,Family,Fantasy"
tt0093818,7.5,33381,movie,radio days,Radio Days,0,1987,88,Comedy
tt0093822,7.3,135607,movie,raising arizona,Raising Arizona,0,1987,94,"Comedy,Crime"
tt0093870,7.6,250167,movie,robocop,RoboCop,0,1987,102,"Action,Crime,Sci-Fi"
tt0093894,6.7,149820,movie,the running man,The Running Man,0,1987,101,"Action,Sci-Fi,Thriller"
tt0093990,5.3,2114,movie,slaughterhouse,Slaughterhouse,0,1987,85,"Comedy,Horror"
tt0093996,4.6,5816,movie,slumber party massacre ii,Slumber Party Massacre II,0,1987,77,"Comedy,Horror,Music"
tt0094006,7.0,30655,movie,some kind of wonderful,Some Kind of Wonderful,0,1987,95,"Drama,Romance"
tt0094008,6.1,10326,movie,someone to watch over me,Someone to Watch Over Me,0,1987,106,"Crime,Drama,Romance"
tt0094012,7.1,185108,movie,spaceballs,Spaceballs,0,1987,96,"Adventure,Comedy,Sci-Fi"
tt0094027,7.3,19983,movie,stand and deliver,Stand and Deliver,0,1988,103,"Biography,Drama"
tt0094074,3.7,47731,movie,superman iv: the quest for peace,Superman IV: The Quest for Peace,0,1987,90,"Action,Adventure,Sci-Fi"
tt0094077,3.7,5635,movie,surf nazis must die,Surf Nazis Must Die,0,1987,83,"Action,Comedy,Drama"
tt0094155,6.6,8505,movie,tin men,Tin Men,0,1987,112,"Comedy,Drama"
tt0094226,7.9,300915,movie,the untouchables,The Untouchables,0,1987,119,"Crime,Drama,Thriller"
tt0094293,5.9,5255,movie,wanted: dead or alive,Wanted: Dead or Alive,0,1986,106,"Action,Crime,Drama"
tt0094321,4.8,10076,movie,who's that girl,Who's That Girl,0,1987,92,"Comedy,Music,Romance"
tt0094347,7.4,2082,movie,the year my voice broke,The Year My Voice Broke,0,1987,103,"Drama,Romance"
tt0094612,5.5,11030,movie,action jackson,Action Jackson,0,1988,96,"Action,Comedy,Crime"
tt0094625,8.0,179231,movie,akira,Akira,0,1988,124,"Action,Animation,Drama"
tt0094631,6.3,15312,movie,alien nation,Alien Nation,0,1988,91,"Action,Sci-Fi"
tt0094721,7.5,287847,movie,beetlejuice,Beetle Juice,0,1988,92,"Comedy,Fantasy"
tt0094731,6.3,6279,movie,betrayed,Betrayed,0,1988,127,"Crime,Drama,Thriller"
tt0094737,7.3,213814,movie,big,Big,0,1988,104,"Comedy,Drama,Fantasy"
tt0094738,7.0,329,movie,the big blue,The Big Blue,0,1988,100,Drama
tt0094792,4.8,6423,movie,braddock: missing in action iii,Braddock: Missing in Action III,0,1988,103,"Action,War"
tt0094812,7.1,52882,movie,bull durham,Bull Durham,0,1988,108,"Comedy,Romance,Sport"
