tconst,averageRating,numVotes,titleType,title,originalTitle,isAdult,year,runtimeMinutes,imdb_genres
tt0119365,6.4,3724,movie,incognito,Incognito,0,1997,108,"Crime,Romance,Thriller"
tt0119375,7.2,14087,movie,insomnia,Insomnia,0,1997,96,"Crime,Mystery,Thriller"
tt0119381,6.4,12640,movie,inventing the abbotts,Inventing the Abbotts,0,1997,110,"Drama,Romance"
tt0119395,6.4,114712,movie,the jackal,The Jackal,0,1997,124,"Action,Crime,Drama"
tt0119396,7.5,338974,movie,jackie brown,Jackie Brown,0,1997,154,"Crime,Drama,Thriller"
tt0119432,5.1,24108,movie,jungle 2 jungle,Jungle 2 Jungle,0,1997,105,"Comedy,Family"
tt0119448,7.7,10818,movie,character,Karakter,0,1997,122,"Crime,Drama,Mystery"
tt0119453,6.3,1422,movie,a merry war,Keep the Aspidistra Flying,0,1997,101,"Comedy,Drama,Romance"
tt0119457,4.5,1038,movie,kicked in the head,Kicked in the Head,0,1997,87,"Comedy,Crime,Drama"
tt0119465,6.1,2016,movie,"kiss me, guido","Kiss Me, Guido",0,1997,86,Comedy
tt0119468,6.6,72046,movie,kiss the girls,Kiss the Girls,0,1997,115,"Crime,Drama,Mystery"
tt0119484,4.8,8224,movie,kull the conqueror,Kull the Conqueror,0,1997,95,"Action,Adventure,Fantasy"
tt0119485,7.0,27795,movie,kundun,Kundun,0,1997,134,"Biography,Drama,History"
tt0119488,8.3,566458,movie,l.a. confidential,L.A. Confidential,0,1997,138,"Crime,Drama,Mystery"
tt0119494,6.2,2024,movie,the land girls,The Land Girls,0,1998,111,"Drama,Romance,War"
tt0119502,5.5,2270,movie,the last time i committed suicide,The Last Time I Committed Suicide,0,1997,92,"Biography,Drama,Romance"
tt0119506,7.5,8022,movie,lawn dogs,Lawn Dogs,0,1997,101,Drama
tt0119508,6.2,467,movie,leather jacket love story,Leather Jacket Love Story,0,1997,85,"Comedy,Drama,Romance"
tt0119509,5.1,4258,movie,leave it to beaver,Leave It to Beaver,0,1997,84,"Comedy,Family"
tt0119517,6.3,8038,movie,your friends and neighbors,Your Friends and Neighbors,0,1998,100,"Comedy,Drama,Romance"
tt0119521,3.8,601,movie,a letter from death row,A Letter from Death Row,0,1998,89,"Crime,Drama,Mystery"
tt0119527,6.5,6454,movie,deceiver,Deceiver,0,1997,106,"Crime,Drama,Mystery"
tt0119528,6.9,299789,movie,liar liar,Liar Liar,0,1997,86,"Comedy,Fantasy"
tt0119534,5.2,955,movie,the alarmist,Life During Wartime,0,1997,92,Comedy
tt0119535,6.3,35426,movie,a life less ordinary,A Life Less Ordinary,0,1997,103,"Comedy,Crime,Fantasy"
tt0119546,5.3,379,movie,a little bit of soul,A Little Bit of Soul,0,1998,84,Comedy
tt0119547,6.3,2120,movie,little boy blue,Little Boy Blue,0,1997,105,Drama
tt0119548,5.7,1099,movie,little city,Little City,0,1997,90,"Comedy,Romance"
tt0119557,6.1,1868,movie,the locusts,The Locusts,0,1997,124,Drama
tt0119558,6.9,57051,movie,lolita,Lolita,0,1997,137,"Drama,Romance"
tt0119560,5.9,2038,movie,no looking back,No Looking Back,0,1998,96,"Comedy,Drama,Romance"
tt0119567,6.5,402914,movie,the lost world: jurassic park,The Lost World: Jurassic Park,0,1997,129,"Action,Adventure,Sci-Fi"
tt0119572,7.4,4695,movie,love jones,Love Jones,0,1997,109,"Drama,Romance"
tt0119574,6.9,3955,movie,love and death on long island,Love and Death on Long Island,0,1997,93,"Comedy,Drama"
tt0119577,6.5,3701,movie,love is the devil: study for a portrait of francis bacon,Love Is the Devil: Study for a Portrait of Francis Bacon,0,1998,87,"Biography,Drama,Romance"
tt0119578,7.0,3541,movie,love! valour! compassion!,Love! Valour! Compassion!,0,1997,108,"Comedy,Drama,Romance"
tt0119586,6.7,1243,movie,lucie aubrac,Lucie Aubrac,0,1997,115,"Biography,Drama,War"
tt0119590,7.5,8745,movie,ma vie en rose,Ma vie en rose,0,1997,88,Drama
tt0119592,6.3,19936,movie,mad city,Mad City,0,1997,114,"Crime,Drama,Thriller"
tt0119594,6.2,12759,movie,twilight,Twilight,0,1998,94,"Crime,Drama,Mystery"
tt0119614,7.8,302,movie,marcello mastroianni: i remember,"Marcello Mastroianni: mi ricordo, sì, io mi ricordo",0,1997,198,"Biography,Documentary"
tt0119632,6.5,5632,movie,the matchmaker,The MatchMaker,0,1997,97,"Comedy,Romance"
tt0119640,4.5,6733,movie,mchale's navy,McHale's Navy,0,1997,108,"Action,Comedy"
tt0119643,7.2,232081,movie,meet joe black,Meet Joe Black,0,1998,178,"Drama,Fantasy,Romance"
tt0119644,5.2,3547,movie,meet wally sparks,Meet Wally Sparks,0,1997,105,Comedy
tt0119654,7.3,549317,movie,men in black,Men in Black,0,1997,98,"Action,Adventure,Comedy"
tt0119655,5.7,189,movie,men of means,Men of Means,0,1998,80,"Action,Drama"
tt0119656,5.4,266,movie,men with guns,Men with Guns,0,1997,89,"Action,Crime,Drama"
tt0119657,7.6,2750,movie,men with guns,Men with Guns,0,1997,127,"Adventure,Drama"
tt0119664,5.5,27307,movie,metro,Metro,0,1997,117,"Action,Comedy,Crime"
tt0119665,6.4,3339,movie,metroland,Metroland,0,1997,105,"Comedy,Drama"
tt0119668,6.6,38822,movie,midnight in the garden of good and evil,Midnight in the Garden of Good and Evil,0,1997,155,"Crime,Drama,Mystery"
tt0119670,7.2,12996,movie,the mighty,The Mighty,0,1998,100,"Comedy,Drama"
tt0119675,6.0,49774,movie,mimic,Mimic,0,1997,105,"Horror,Sci-Fi"
tt0119692,5.9,607,movie,with friends like these,With Friends Like These...,0,1998,105,Comedy
tt0119695,6.2,29240,movie,money talks,Money Talks,0,1997,97,"Action,Comedy,Crime"
tt0119698,8.4,377319,movie,princess mononoke,Mononoke-hime,0,1997,134,"Action,Adventure,Animation"
tt0119699,6.2,1711,movie,montana,Montana,0,1998,96,"Action,Comedy,Crime"
tt0119707,3.6,53921,movie,mortal kombat: annihilation,Mortal Kombat: Annihilation,0,1997,95,"Action,Adventure,Fantasy"
tt0119711,7.3,3917,movie,mother and son,Mat i syn,0,1997,73,Drama
tt0119715,6.5,55837,movie,mousehunt,Mousehunt,0,1997,98,Comedy
tt0119717,6.3,2316,movie,mr. jealousy,Mr. Jealousy,0,1997,103,"Comedy,Romance"
tt0119718,4.0,15164,movie,mr. magoo,Mr. Magoo,0,1997,87,"Adventure,Comedy,Family"
tt0119723,6.5,3865,movie,mrs dalloway,Mrs Dalloway,0,1997,97,"Drama,Romance"
tt0119731,6.1,30529,movie,murder at 1600,Murder at 1600,0,1997,107,"Action,Crime,Drama"
tt0119734,6.4,5060,movie,music from another room,Music from Another Room,0,1998,104,"Comedy,Drama,Romance"
tt0119738,6.3,139096,movie,my best friend's wedding,My Best Friend's Wedding,0,1997,105,"Comedy,Drama,Romance"
tt0119743,6.8,1618,movie,my son the fanatic,My Son the Fanatic,0,1997,87,"Comedy,Drama,Romance"
tt0119746,6.0,2606,movie,the myth of fingerprints,The Myth of Fingerprints,0,1997,93,"Comedy,Drama,Romance"
tt0119773,6.8,1098,movie,dry cleaning,Nettoyage à sec,0,1997,93,Drama
tt0119778,6.6,4833,movie,next stop wonderland,Next Stop Wonderland,0,1998,104,"Comedy,Drama,Romance"
tt0119780,6.9,1626,movie,"niagara, niagara","Niagara, Niagara",0,1997,93,"Drama,Romance"
tt0119783,6.6,7336,movie,night falls on manhattan,Night Falls on Manhattan,0,1996,113,"Crime,Drama,Thriller"
tt0119784,6.0,10538,movie,the night flier,The Night Flier,0,1997,94,"Fantasy,Horror,Mystery"
tt0119791,6.2,19731,movie,nightwatch,Nightwatch,0,1997,101,"Drama,Horror,Thriller"
tt0119792,7.3,9086,movie,nil by mouth,Nil by Mouth,0,1997,128,Drama
tt0119802,6.6,1739,movie,monument ave.,Snitch,0,1998,93,"Crime,Drama,Thriller"
tt0119809,6.4,8956,movie,nowhere,Nowhere,0,1997,82,"Comedy,Drama,Sci-Fi"
tt0119815,7.4,4887,movie,four days in september,"O Que é Isso, Companheiro?",0,1997,110,"Action,Drama,History"
tt0119819,5.1,2200,movie,office killer,Office Killer,0,1997,82,"Comedy,Crime,Horror"
tt0119822,7.7,292821,movie,as good as it gets,As Good as It Gets,0,1997,139,"Comedy,Drama,Romance"
tt0119832,5.8,6887,movie,one night stand,One Night Stand,0,1997,102,"Drama,Romance"
tt0119843,6.6,6800,movie,oscar and lucinda,Oscar and Lucinda,0,1997,132,"Drama,Romance"
tt0119845,6.1,178,movie,"other voices, other rooms","Other Voices, Other Rooms",0,1995,94,Drama
tt0119848,6.1,8743,movie,out to sea,Out to Sea,0,1997,106,"Comedy,Romance"
tt0119859,6.8,5479,movie,paradise road,Paradise Road,0,1997,122,"Drama,History,War"
tt0119874,6.0,57646,movie,the peacemaker,The Peacemaker,0,1997,124,"Action,Thriller"
tt0119887,4.8,8493,movie,the pest,The Pest,0,1997,84,Comedy
tt0119891,5.4,20752,movie,phantoms,Phantoms,0,1998,96,"Horror,Sci-Fi,Thriller"
tt0119892,6.3,3911,movie,phoenix,Phoenix,0,1998,107,"Crime,Drama"
tt0119896,5.5,20002,movie,picture perfect,Picture Perfect,0,1997,101,"Comedy,Drama,Romance"
tt0119906,5.6,7611,movie,playing god,Playing God,0,1997,94,"Crime,Drama,Thriller"
tt0119910,5.5,3273,movie,polish wedding,Polish Wedding,0,1998,105,"Comedy,Drama,Romance"
tt0119925,6.1,72830,movie,the postman,The Postman,0,1997,177,"Action,Adventure,Drama"
tt0119934,7.2,7019,movie,without limits,Without Limits,0,1998,117,"Biography,Drama,Sport"
tt0119937,6.8,7243,movie,prefontaine,Prefontaine,0,1997,106,"Biography,Drama,Romance"
tt0119942,6.7,28797,movie,primary colors,Primary Colors,0,1998,143,"Comedy,Drama"
tt0119947,5.0,2175,movie,prince valiant,Prince Valiant,0,1997,91,"Adventure,Fantasy,Romance"
tt0119951,6.9,36778,movie,private parts,Private Parts,0,1997,109,"Biography,Comedy,Drama"
tt0119952,6.8,346,movie,a friend of the deceased,Priyatel pokoynika,0,1997,100,"Comedy,Drama"
tt0119978,7.2,71337,movie,the rainmaker,The Rainmaker,0,1997,135,"Crime,Drama,Thriller"
tt0119986,6.7,870,movie,reach the rock,Reach the Rock,0,1998,100,"Comedy,Drama"
tt0119987,6.0,4127,movie,the real blonde,The Real Blonde,0,1997,105,"Comedy,Drama,Romance"
tt0119988,5.4,972,movie,caught up,Caught Up,0,1998,97,"Crime,Drama,Thriller"
tt0119994,6.3,17155,movie,red corner,Red Corner,0,1997,122,"Crime,Drama,Thriller"
tt0120004,5.8,26998,movie,the relic,The Relic,0,1997,110,"Horror,Mystery,Sci-Fi"
tt0120008,6.1,28631,movie,the replacement killers,The Replacement Killers,0,1998,87,"Action,Crime,Thriller"
tt0120014,7.4,881,movie,rhyme & reason,Rhyme & Reason,0,1997,90,"Documentary,Music"
tt0120029,5.9,9590,movie,rocketman,RocketMan,0,1997,95,"Comedy,Family,Sci-Fi"
tt0120032,6.3,46227,movie,romy and michele's high school reunion,Romy and Michele's High School Reunion,0,1997,92,Comedy
tt0120034,7.1,3389,movie,roseanna's grave,Roseanna's Grave,0,1997,98,"Comedy,Drama,Romance"
tt0120036,7.2,8117,movie,rosewood,Rosewood,0,1997,140,"Action,Drama,History"
tt0120053,6.2,67083,movie,the saint,The Saint,0,1997,116,"Action,Adventure,Romance"
tt0120070,7.2,10917,movie,savior,Savior,0,1998,103,"Drama,War"
tt0120082,6.3,176647,movie,scream 2,Scream 2,0,1997,120,"Horror,Mystery"
tt0120087,4.5,1086,movie,the second jungle book: mowgli & baloo,The Second Jungle Book: Mowgli & Baloo,0,1997,88,"Adventure,Comedy,Drama"
tt0120094,6.8,28164,movie,selena,Selena,0,1997,127,"Biography,Drama,Music"
tt0120095,4.7,261,movie,tinseltown,Tinseltown,0,1997,85,"Comedy,Crime,Drama"
tt0120102,7.1,140160,movie,seven years in tibet,Seven Years in Tibet,0,1997,136,"Adventure,Biography,Drama"
tt0120107,4.9,4825,movie,shadow conspiracy,Shadow Conspiracy,0,1997,103,"Action,Thriller"
tt0120108,6.2,2216,movie,the proposition,The Proposition,0,1998,110,"Drama,Romance"
tt0120112,5.9,8330,movie,she's so lovely,She's So Lovely,0,1997,100,"Drama,Romance"
tt0120118,6.3,3424,movie,shiloh,Shiloh,0,1996,93,"Drama,Family"
tt0120122,6.6,7611,movie,shooting fish,Shooting Fish,0,1997,109,"Comedy,Crime,Romance"
tt0120133,5.3,5485,movie,a simple wish,A Simple Wish,0,1997,89,"Comedy,Family,Fantasy"
tt0120142,5.6,5811,movie,the sixth man,The Sixth Man,0,1997,107,"Comedy,Drama,Fantasy"
tt0120148,6.7,66252,movie,sliding doors,Sliding Doors,0,1998,99,"Comedy,Drama,Fantasy"
tt0120151,4.8,1471,movie,a smile like yours,A Smile Like Yours,0,1997,98,"Comedy,Romance"
tt0120152,6.3,14468,movie,smilla's sense of snow,Smilla's Sense of Snow,0,1997,121,"Crime,Drama,Mystery"
tt0120157,6.0,55961,movie,soldier,Soldier,0,1998,99,"Action,Drama,Sci-Fi"
tt0120162,4.1,197,movie,somewhere in the city,Somewhere in the City,0,1998,94,"Comedy,Drama"
tt0120169,7.0,8004,movie,soul food,Soul Food,0,1997,115,"Comedy,Drama"
tt0120176,7.2,24304,movie,the spanish prisoner,The Spanish Prisoner,0,1997,110,"Drama,Mystery,Thriller"
tt0120177,5.2,67416,movie,spawn,Spawn,0,1997,96,"Action,Drama,Horror"
tt0120179,3.9,79805,movie,speed 2: cruise control,Speed 2: Cruise Control,0,1997,121,"Action,Adventure,Crime"
tt0120184,6.1,105258,movie,sphere,Sphere,0,1998,134,"Action,Mystery,Sci-Fi"
tt0120185,3.6,35616,movie,spice world,Spice World,0,1997,93,"Comedy,Family,Music"
tt0120188,7.1,168629,movie,three kings,Three Kings,0,1999,114,"Action,Adventure,Comedy"
tt0120190,5.0,1136,movie,sprung,Sprung,0,1997,105,"Comedy,Romance"
tt0120192,5.6,1021,movie,stag,Stag,0,1997,91,"Action,Drama,Thriller"
tt0120197,5.6,1005,movie,star maps,Star Maps,0,1997,86,"Comedy,Drama"
tt0120201,7.3,286113,movie,starship troopers,Starship Troopers,0,1997,129,"Action,Adventure,Sci-Fi"
tt0120207,3.0,13769,movie,steel,Steel,0,1997,97,"Action,Adventure,Crime"
tt0120210,6.2,1074,movie,stiff upper lips,Stiff Upper Lips,0,1997,94,Comedy
tt0120211,6.6,2678,movie,still breathing,Still Breathing,0,1997,109,"Comedy,Drama,Fantasy"
tt0120213,5.0,1232,movie,slappy and the stinkers,Slappy and the Stinkers,0,1998,78,"Comedy,Family"
tt0120219,6.7,307,movie,storefront hitchcock,Storefront Hitchcock,0,1998,77,"Documentary,Music"
tt0120222,5.4,233,movie,stranger in the house,Stranger in the House,0,1997,94,Thriller
tt0120238,6.8,9447,movie,suburbia,SubUrbia,0,1996,121,"Comedy,Drama"
tt0120241,6.9,27442,movie,suicide kings,Suicide Kings,0,1997,106,"Comedy,Crime,Drama"
tt0120255,7.5,34761,movie,the sweet hereafter,The Sweet Hereafter,0,1997,112,Drama
tt0120257,6.7,3419,movie,swept from the sea,Swept from the Sea,0,1997,115,"Drama,Mystery,Romance"
tt0120265,7.7,29187,movie,taste of cherry,Ta'm e guilass,0,1997,95,Drama
tt0120271,5.8,835,movie,talk of angels,Talk of Angels,0,1998,96,"Drama,Romance,War"
tt0120274,7.0,2896,movie,tango,Tango,0,1998,115,"Drama,Musical"
tt0120275,6.7,2327,movie,the tango lesson,The Tango Lesson,0,1997,100,"Drama,Music,Romance"
tt0120303,6.2,2281,movie,telling lies in america,Telling Lies in America,0,1997,101,"Drama,Music"
tt0120317,4.6,4403,movie,that darn cat,That Darn Cat,0,1997,89,"Action,Comedy,Crime"
tt0120318,6.1,3818,movie,that old feeling,That Old Feeling,0,1997,105,"Comedy,Romance"
tt0120321,7.2,11557,movie,smoke signals,Smoke Signals,0,1998,89,"Comedy,Drama"
tt0120323,6.0,5475,movie,a thousand acres,A Thousand Acres,0,1997,105,Drama
tt0120324,7.5,68387,movie,a simple plan,A Simple Plan,0,1998,121,"Crime,Drama,Thriller"
tt0120338,7.9,1123617,movie,titanic,Titanic,0,1997,194,"Drama,Romance"
tt0120347,6.5,191245,movie,tomorrow never dies,Tomorrow Never Dies,0,1997,119,"Action,Adventure,Thriller"
tt0120357,5.6,2489,movie,touch,Touch,0,1997,96,"Comedy,Drama,Romance"
tt0120363,7.9,561111,movie,toy story 2,Toy Story 2,0,1999,92,"Adventure,Animation,Comedy"
tt0120366,6.1,2075,movie,traveller,Traveller,0,1997,101,"Crime,Drama,Romance"
tt0120370,6.9,4873,movie,trekkies,Trekkies,0,1997,86,"Comedy,Documentary"
tt0120373,5.8,7502,movie,trial and error,Trial and Error,0,1997,98,"Comedy,Romance"
tt0120382,8.2,1022630,movie,the truman show,The Truman Show,0,1998,103,"Comedy,Drama"
tt0120383,6.3,4912,movie,"truth or consequences, n.m.","Truth or Consequences, N.M.",0,1997,106,"Action,Crime,Drama"
tt0120389,3.6,8847,movie,turbo: a power rangers movie,Turbo: A Power Rangers Movie,0,1997,99,"Action,Adventure,Family"
tt0120390,4.9,11463,movie,turbulence,Turbulence,0,1997,100,"Action,Thriller"
tt0120394,6.7,5943,movie,twin town,Twin Town,0,1997,99,"Comedy,Drama"
tt0120399,6.7,51584,movie,u turn,U Turn,0,1997,125,"Crime,Drama,Thriller"
tt0120401,6.0,3002,movie,the ugly,The Ugly,0,1997,93,"Drama,Horror,Thriller"
tt0120402,7.0,7119,movie,ulee's gold,Ulee's Gold,0,1997,113,Drama
tt0120414,4.7,757,movie,underworld,Underworld,0,1996,95,"Comedy,Thriller"
tt0120434,5.9,48531,movie,vegas vacation,Vegas Vacation,0,1997,93,Comedy
tt0120443,7.0,760,movie,voyage to the beginning of the world,Viagem ao Princípio do Mundo,0,1997,95,"Biography,Drama"
tt0120449,7.4,7502,movie,the dreamlife of angels,La vie rêvée des anges,0,1998,113,Drama
tt0120458,5.0,27912,movie,virus,Virus,0,1999,99,"Action,Horror,Sci-Fi"
tt0120461,5.5,75551,movie,volcano,Volcano,0,1997,104,"Action,Drama,Sci-Fi"
tt0120478,5.3,2746,movie,star kid,Star Kid,0,1997,101,"Adventure,Family,Sci-Fi"
tt0120479,4.7,3181,movie,warriors of virtue,Warriors of Virtue,0,1997,131,"Action,Adventure,Fantasy"
tt0120481,6.7,3416,movie,washington square,Washington Square,0,1997,115,"Drama,Romance"
tt0120483,6.6,32191,movie,the man who knew too little,The Man Who Knew Too Little,0,1997,94,"Comedy,Crime,Drama"
tt0120484,6.1,159584,movie,the waterboy,The Waterboy,0,1998,90,"Comedy,Sport"
tt0120490,6.8,7418,movie,welcome to sarajevo,Welcome to Sarajevo,0,1997,103,"Drama,War"
tt0120491,5.6,1944,movie,welcome to woop woop,Welcome to Woop Woop,0,1997,106,"Adventure,Comedy,Fantasy"
tt0120510,5.9,4199,movie,wide awake,Wide Awake,0,1998,88,"Comedy,Drama,Family"
tt0120512,6.4,7414,movie,wild america,Wild America,0,1997,106,"Action,Adventure,Comedy"
tt0120514,6.9,16936,movie,wilde,Wilde,0,1997,118,"Biography,Drama,Romance"
tt0120520,7.1,12227,movie,the wings of the dove,The Wings of the Dove,0,1997,102,"Drama,Romance"
tt0120521,6.9,3473,movie,the winter guest,The Winter Guest,0,1997,108,Drama
tt0120524,5.8,22967,movie,wishmaster,Wishmaster,0,1997,90,"Fantasy,Horror"
tt0120529,7.0,134,movie,wonderland,Wonderland,0,1997,20,Documentary
tt0120531,4.1,2081,movie,woo,Woo,0,1998,84,"Comedy,Romance"
tt0120533,6.3,26704,movie,celebrity,Celebrity,0,1998,113,"Comedy,Drama"
tt0120539,6.6,1877,movie,year of the horse,Year of the Horse,0,1997,106,"Documentary,Music"
tt0120550,5.3,3041,movie,zeus and roxanne,Zeus and Roxanne,0,1997,98,"Adventure,Comedy,Family"
tt0120554,4.5,279,movie,zone 39,Zone 39,0,1996,95,Sci-Fi
tt0120576,5.9,6403,movie,dance with me,Dance with Me,0,1998,126,"Drama,Music,Romance"
tt0120577,5.8,32939,movie,54,54,0,1998,93,"Drama,Music"
tt0120586,8.5,1088529,movie,american history x,American History X,0,1998,119,Drama
tt0120587,6.6,152727,movie,antz,Antz,0,1998,83,"Adventure,Animation,Comedy"
tt0120591,6.7,416013,movie,armageddon,Armageddon,0,1998,151,"Action,Adventure,Sci-Fi"
tt0120593,6.2,227,movie,the autumn heart,The Autumn Heart,0,1999,110,Drama
tt0120594,5.9,3438,movie,b. monkey,B. Monkey,0,1998,92,"Crime,Drama,Romance"
tt0120595,5.8,33136,movie,babe: pig in the city,Babe: Pig in the City,0,1998,97,"Adventure,Comedy,Drama"
tt0120596,5.0,18332,movie,the bachelor,The Bachelor,0,1999,101,"Comedy,Romance"
tt0120598,3.2,3439,movie,barney's great adventure,Barney's Great Adventure,0,1998,76,"Adventure,Comedy,Drama"
tt0120601,7.8,328161,movie,being john malkovich,Being John Malkovich,0,1999,113,"Comedy,Drama,Fantasy"
tt0120603,6.0,8932,movie,beloved,Beloved,0,1998,172,"Drama,History,Horror"
tt0120609,6.1,29810,movie,the big hit,The Big Hit,0,1998,91,"Action,Comedy,Crime"
tt0120610,5.4,9153,movie,black dog,Black Dog,0,1998,89,"Action,Crime,Drama"
tt0120611,7.1,264011,movie,blade,Blade,0,1998,120,"Action,Horror,Sci-Fi"
tt0120613,6.6,8590,movie,a walk on the moon,A Walk on the Moon,0,1999,107,"Drama,Romance"
tt0120616,7.1,416109,movie,the mummy,The Mummy,0,1999,124,"Action,Adventure,Fantasy"
tt0120618,4.5,7928,movie,breakfast of champions,Breakfast of Champions,0,1999,110,Comedy
tt0120620,6.4,22547,movie,brokedown palace,Brokedown Palace,0,1999,100,"Drama,Mystery,Thriller"
tt0120623,7.2,283979,movie,a bug's life,A Bug's Life,0,1998,95,"Adventure,Animation,Comedy"
tt0120630,7.1,187103,movie,chicken run,Chicken Run,0,2000,84,"Adventure,Animation,Comedy"
tt0120631,7.1,74207,movie,ever after: a cinderella story,EverAfter,0,1998,121,"Comedy,Drama,Romance"
tt0120632,6.7,118857,movie,city of angels,City of Angels,0,1998,114,"Drama,Fantasy,Romance"
tt0120633,6.6,28652,movie,a civil action,A Civil Action,0,1998,115,Drama
tt0120643,6.3,3739,movie,dancing at lughnasa,Dancing at Lughnasa,0,1998,95,"Drama,Romance"
tt0120645,4.0,2922,movie,meet the deedles,Meet the Deedles,0,1998,93,"Comedy,Family"
tt0120646,6.3,13807,movie,the deep end of the ocean,The Deep End of the Ocean,0,1999,106,Drama
tt0120647,6.2,175030,movie,deep impact,Deep Impact,0,1998,120,"Action,Drama,Sci-Fi"
tt0120654,6.4,27387,movie,dirty work,Dirty Work,0,1998,82,Comedy
tt0120655,7.3,214855,movie,dogma,Dogma,0,1999,130,"Adventure,Comedy,Drama"
tt0120657,6.6,122578,movie,the 13th warrior,The 13th Warrior,0,1999,102,"Action,Adventure,History"
tt0120659,6.3,419,movie,endurance,Endurance,0,1998,83,"Biography,Drama,Sport"
tt0120660,7.3,239197,movie,enemy of the state,Enemy of the State,0,1998,132,"Action,Thriller"
tt0120661,7.0,3259,short,everest,Everest,0,1998,44,"Documentary,Short"
tt0120662,5.0,15274,movie,eye of the beholder,Eye of the Beholder,0,1999,109,"Drama,Mystery,Thriller"
tt0120663,7.5,327222,movie,eyes wide shut,Eyes Wide Shut,0,1999,159,"Drama,Mystery,Thriller"
tt0120669,7.5,273924,movie,fear and loathing in las vegas,Fear and Loathing in Las Vegas,0,1998,118,"Adventure,Comedy,Drama"
tt0120670,4.7,3967,movie,firestorm,Firestorm,0,1998,89,"Action,Thriller"
tt0120680,4.2,371,movie,frogs for snakes,Frogs for Snakes,0,1998,108,"Comedy,Crime,Thriller"
tt0120683,5.1,5804,movie,gloria,Gloria,0,1999,108,"Crime,Drama,Thriller"
tt0120684,7.4,30641,movie,gods and monsters,Gods and Monsters,0,1998,105,"Biography,Drama"
tt0120685,5.4,190808,movie,godzilla,Godzilla,0,1998,139,"Action,Sci-Fi,Thriller"
tt0120686,6.8,66314,movie,stepmom,Stepmom,0,1998,125,"Comedy,Drama"
tt0120687,6.2,3015,movie,the governess,The Governess,0,1998,115,"Drama,Romance"
tt0120689,8.6,1242455,movie,the green mile,The Green Mile,0,1999,189,"Crime,Drama,Fantasy"
tt0120692,6.6,7066,movie,strike!,Strike!,0,1998,97,Comedy
tt0120693,6.6,62200,movie,half baked,Half Baked,0,1998,82,"Comedy,Crime"
tt0120694,5.8,72670,movie,halloween h20: 20 years later,Halloween H20: 20 Years Later,0,1998,86,"Horror,Thriller"
tt0120696,5.9,35009,movie,hard rain,Hard Rain,0,1998,97,"Action,Crime,Drama"
tt0120697,6.5,856,movie,heaven,Heaven,0,1998,105,"Crime,Thriller"
tt0120699,6.1,4360,movie,the hi-lo country,The Hi-Lo Country,0,1998,114,"Drama,Romance,Western"
tt0120701,4.9,19965,movie,holy man,Holy Man,0,1998,114,"Comedy,Drama"
tt0120703,5.7,7521,movie,how stella got her groove back,How Stella Got Her Groove Back,0,1998,124,"Comedy,Drama,Romance"
tt0120706,7.2,8668,movie,the general,The General,0,1998,124,"Biography,Crime,Drama"
tt0120707,4.4,753,movie,ride,Ride,0,1998,90,Comedy
tt0120709,6.0,1646,movie,illuminata,Illuminata,0,1998,119,"Drama,Romance"
tt0120710,5.5,12953,movie,in dreams,In Dreams,0,1999,100,"Drama,Fantasy,Thriller"
tt0120716,6.5,17098,movie,jakob the liar,Jakob the Liar,0,1999,120,"Drama,War"
tt0120722,6.6,4803,movie,living out loud,Living Out Loud,0,1998,100,"Comedy,Drama,Romance"
tt0120723,5.5,5277,movie,kissing a fool,Kissing a Fool,0,1998,93,"Comedy,Romance"
tt0120724,4.8,14978,movie,knock off,Knock Off,0,1998,91,"Action,Crime,Thriller"
tt0120725,5.0,5507,movie,krippendorf's tribe,Krippendorf's Tribe,0,1998,94,Comedy
tt0120728,6.7,13171,movie,the last days of disco,The Last Days of Disco,0,1998,113,"Comedy,Drama,Music"
tt0120731,8.0,62895,movie,the legend of 1900,La leggenda del pianista sull'oceano,0,1998,169,"Drama,Music,Romance"
tt0120735,8.2,567002,movie,"lock, stock and two smoking barrels","Lock, Stock and Two Smoking Barrels",0,1998,107,"Action,Comedy,Crime"
tt0120738,5.2,71800,movie,lost in space,Lost in Space,0,1998,130,"Action,Adventure,Family"
tt0120741,5.5,15288,movie,mafia!,Jane Austen's Mafia!,0,1998,87,"Comedy,Crime"
tt0120742,4.6,7585,movie,major league: back to the minors,Major League: Back to the Minors,0,1998,100,"Comedy,Sport"
tt0120744,6.5,164674,movie,the man in the iron mask,The Man in the Iron Mask,0,1998,132,"Action,Adventure,Drama"
tt0120746,6.8,180078,movie,the mask of zorro,The Mask of Zorro,0,1998,136,"Action,Adventure,Comedy"
tt0120747,6.4,4520,movie,the very thought of you,"Martha - Meet Frank, Daniel and Laurence",0,1998,88,"Comedy,Romance"
tt0120749,6.1,73031,movie,mercury rising,Mercury Rising,0,1998,111,"Action,Crime,Drama"
tt0120751,5.7,28881,movie,mighty joe young,Mighty Joe Young,0,1998,114,"Action,Adventure,Family"
tt0120755,6.1,332103,movie,mission: impossible ii,Mission: Impossible II,0,2000,123,"Action,Adventure,Thriller"
tt0120757,4.3,9032,movie,the mod squad,The Mod Squad,0,1999,92,"Action,Crime,Thriller"
tt0120762,7.6,276774,movie,mulan,Mulan,0,1998,88,"Adventure,Animation,Comedy"
tt0120764,5.1,13488,movie,my favorite martian,My Favorite Martian,0,1999,94,"Comedy,Family,Sci-Fi"
